element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""315.0510""","=""0.0006""","=""315.051619""","=""0.000011""","=""4""","=""""",,"=""163299.5616""","=""195031.2028""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""315.2613""","=""0.0006""","=""315.261816""","=""0.000015""","=""3""","=""""",,"=""174409.8916""","=""206120.3769""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""315.37844""","=""0.00004""","=""315.378461""","=""0.000020""","=""13""","=""""",,"=""172816.2926""","=""204515.050""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""315.3947""","=""0.0006""","=""315.395951""","=""0.000008""","=""0.5""","=""""",,"=""163299.5616""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,8,"=""315.41""","=""0.04""","=""315.40""","=""0.05""","=""""","=""""",,"=""1031716.""","=""1063412.6""","=""2p6.8s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""""","=""L13101""",
Ar,2,"=""315.4289""","=""0.0006""","=""315.429950""","=""0.000017""","=""2""","=""""",,"=""174409.8916""","=""206103.4749""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""315.742""","=""0.003""","=""315.7476""","=""0.0004""","=""5""","=""""",,"=""207532.33""","=""239194.033""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""","=""3s2.3p3.(2P*).4p""","=""3S""","=""1""",,"=""""","=""L7493""",
Ar,2,"=""315.8208""","=""0.0006""","=""315.821330""","=""0.000022""","=""0.5""","=""""",,"=""179931.8393""","=""211586.1480""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""316.13729""","=""0.00002""","=""316.137289""","=""0.000020""","=""45""","=""1.8e+08""",D,"=""161089.3846""","=""192712.058""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""316.14570""","=""0.00004""","=""316.145654""","=""0.000005""","=""15""","=""""",,"=""163506.5368""","=""195128.3735""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""316.3535""","=""0.0006""","=""316.354059""","=""0.000020""","=""2""","=""""",,"=""172816.2926""","=""204417.2985""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""316.52910""","=""0.00005""","=""316.529107""","=""0.000005""","=""11""","=""""",,"=""163299.5616""","=""194883.0921""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""316.7464""","=""0.0006""","=""316.747134""","=""0.000006""","=""3""","=""""",,"=""163299.5616""","=""194861.3529""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""316.96682""","=""0.00001""","=""316.966803""","=""0.000005""","=""78""","=""4.9e+07""",C,"=""155351.1206""","=""186891.0393""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""317.1403""","=""0.0006""","=""317.140735""","=""0.000007""","=""3""","=""""",,"=""163299.5616""","=""194822.1833""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,3,"=""317.164""","=""0.003""","=""317.16871""","=""0.00016""","=""2""","=""""",,"=""207674.192""","=""239194.033""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""0""","=""3s2.3p3.(2P*).4p""","=""3S""","=""1""",,"=""""","=""L7493""",
Ar,2,"=""317.2862""","=""0.0004""","=""317.286133""","=""0.000007""","=""3""","=""""",,"=""161048.7411""","=""192556.9179""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""318.10374""","=""0.00002""","=""318.103714""","=""0.000005""","=""45""","=""3.7e+07""",C,"=""155043.1619""","=""186470.3603""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""318.4268""","=""0.0006""","=""318.426728""","=""0.000009""","=""1h,l""","=""""",,"=""172335.5985""","=""203730.9181""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).6p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""318.5734""","=""0.0006""","=""318.573647""","=""0.000004""","=""3""","=""""",,"=""170401.0170""","=""201781.8583""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""318.61716""","=""0.00014""","=""318.617165""","=""0.000005""","=""4""","=""""",,"=""163506.5368""","=""194883.0921""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,3,"=""318.790""","=""0.003""","=""318.7899""","=""0.0016""","=""6""","=""""",,"=""211565.03""","=""242924.58""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""","=""3s2.3p3.(2P*).4p""","=""3P""","=""0""",,"=""""","=""L7493""",
Ar,2,"=""318.8369""","=""0.0006""","=""318.838080""","=""0.000005""","=""1""","=""""",,"=""163506.5368""","=""194861.3529""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""319.195""","=""0.002""","=""319.195415""","=""0.000005""","=""0.5h""","=""""",,"=""170401.0170""","=""201720.7331""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""319.2363""","=""0.0006""","=""319.236897""","=""0.000006""","=""3""","=""""",,"=""163506.5368""","=""194822.1833""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""319.3512""","=""0.0006""","=""319.351475""","=""0.000016""","=""1""","=""""",,"=""172829.6539""","=""204134.0653""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""319.42303""","=""0.00004""","=""319.423023""","=""0.000004""","=""14""","=""2.4e+07""",D,"=""155043.1619""","=""186340.5616""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""319.4598""","=""0.0006""","=""319.460488""","=""0.000005""","=""4""","=""""",,"=""163506.5368""","=""194800.2662""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""319.5574""","=""0.0006""","=""319.558763""","=""0.000015""","=""2p?""","=""""",,"=""172829.6539""","=""204113.7598""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""319.5752""","=""0.0006""","=""319.575525""","=""0.000020""","=""5""","=""""",,"=""174821.0098""","=""206103.4749""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<1>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""319.8920""","=""0.0006""","=""319.892651""","=""0.000004""","=""2""","=""""",,"=""170530.4040""","=""201781.8583""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""320.037""","=""""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2131""",
Ar,2,"=""320.3392""","=""0.0006""","=""320.339272""","=""0.000004""","=""3""","=""""",,"=""170401.0170""","=""201608.9017""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""320.43206""","=""0.00002""","=""320.432086""","=""0.000007""","=""35""","=""4.e+07""",D,"=""159393.3850""","=""190592.2306""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""320.5006""","=""0.0002""","=""320.50038""","=""0.00012""","=""6""","=""""",,"=""173393.4658""","=""204585.664""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""320.7581""","=""0.0002""","=""320.758125""","=""0.000021""","=""5""","=""""",,"=""173347.9158""","=""204515.050""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""320.7655""","=""0.0006""","=""320.766891""","=""0.000009""","=""2""","=""""",,"=""172335.5985""","=""203501.8810""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""321.25178""","=""0.00010""","=""321.251810""","=""0.000005""","=""7""","=""5.2e+06""",C,"=""155351.1206""","=""186470.3603""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""321.5688""","=""0.0006""","=""321.569249""","=""0.000016""","=""3""","=""""",,"=""172829.6539""","=""203918.1752""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,7,"=""321.66""","=""0.04""","=""321.58""","=""0.11""","=""""","=""""",,"=""741843.""","=""772930.""","=""3s.5p""","=""1P*""","=""1""","=""3s.5d""","=""1D""","=""2""",,"=""""","=""L11308""",
Ar,2,"=""321.67297""","=""0.00011""","=""321.672967""","=""0.000004""","=""6""","=""""",,"=""170530.4040""","=""201608.9017""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""321.76730""","=""0.00014""","=""321.767341""","=""0.000021""","=""5""","=""""",,"=""173347.9158""","=""204417.2985""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""322.1625""","=""0.0006""","=""322.162493""","=""0.000004""","=""7""","=""1.8e+06""",C,"=""155043.1619""","=""186074.4375""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""",,"=""T926""","=""L14821""",
Ar,2,"=""322.23977""","=""0.00010""","=""322.239785""","=""0.000021""","=""8""","=""""",,"=""173393.4658""","=""204417.2985""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""322.3389""","=""0.0020""","=""322.342""","=""0.004""","=""1""","=""""",,"=""244358.081""","=""275372.1""","=""3s2.3p3.(2P*).4p""","=""1D""","=""2""","=""3s2.3p3.(2P*).4d""","=""1F*""","=""3""",,"=""""","=""L9366""",
Ar,2,"=""322.5973""","=""0.0006""","=""322.597416""","=""0.000004""","=""6""","=""2.1e+06""",C,"=""155351.1206""","=""186340.5616""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""3/2""",,"=""T926""","=""L14821""",
Ar,2,"=""323.0021""","=""0.0006""","=""323.002270""","=""0.000005""","=""4""","=""""",,"=""170401.0170""","=""201351.6169""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""323.0680""","=""0.0006""","=""323.068288""","=""0.000005""","=""2""","=""""",,"=""170401.0170""","=""201345.2925""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""323.5175""","=""0.0006""","=""323.517980""","=""0.000016""","=""3""","=""""",,"=""172829.6539""","=""203730.9181""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""323.68097""","=""0.00008""","=""323.681049""","=""0.000008""","=""10""","=""5.2e+07""",D,"=""159706.5337""","=""190592.2306""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""324.1708""","=""0.0006""","=""324.1708""","=""0.0006""","=""2""","=""""",,"=""185093.3298""","=""215932.37""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).8f""","=""2[5]*""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""324.36881""","=""0.00001""","=""324.368806""","=""0.000005""","=""95""","=""1.056e+08""",C,"=""155351.1206""","=""186171.3330""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""324.7481""","=""0.0006""","=""324.748212""","=""0.000018""","=""3""","=""""",,"=""174409.8916""","=""205194.0978""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""324.97996""","=""0.00001""","=""324.979976""","=""0.000005""","=""95""","=""6.3e+07""",C,"=""155708.1075""","=""186470.3603""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""",,"=""T926""","=""L11520""",
Ar,3,"=""325.17907""","=""0.00012""","=""325.17932""","=""0.00021""","=""7""","=""""",,"=""211063.760""","=""241807.155""","=""3s2.3p3.(2P*).4s""","=""1P*""","=""1""","=""3s2.3p3.(2P*).4p""","=""1P""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""325.3918""","=""0.0006""","=""325.391840""","=""0.000004""","=""3""","=""9.e+05""",C,"=""155351.1206""","=""186074.4375""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""",,"=""T926""","=""L14821""",
Ar,2,"=""325.8894""","=""0.0006""","=""325.889842""","=""0.000005""","=""2""","=""""",,"=""142717.0965""","=""173393.4658""","=""3s2.3p4.(3P).3d""","=""4F""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""325.9336""","=""0.0006""","=""325.933854""","=""0.000016""","=""0.5*""","=""""",,"=""172829.6539""","=""203501.8810""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""325.9336""","=""0.0006""","=""325.934061""","=""0.000010""","=""0.5*""","=""""",,"=""172335.5985""","=""203007.8061""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""325.96556""","=""0.00015""","=""325.965584""","=""0.000017""","=""5""","=""""",,"=""174409.8916""","=""205079.1331""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""326.2083""","=""0.0006""","=""326.208337""","=""0.000017""","=""2""","=""""",,"=""174409.8916""","=""205056.3109""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""326.35702""","=""0.00004""","=""326.357059""","=""0.000005""","=""21""","=""1.55e+07""",B,"=""155708.1075""","=""186340.5616""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""3/2""",,"=""T926""","=""L11520""",
Ar,3,"=""326.3879""","=""0.0020""","=""326.394301""","=""0.000018""","=""9""","=""""",,"=""196615.2125""","=""227244.1715""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""2""","=""3s2.3p3.(2D*).4p""","=""1F""","=""3""",,"=""""","=""L9366""",
Ar,2,"=""326.8987""","=""0.0006""","=""326.899068""","=""0.000005""","=""5""","=""""",,"=""155043.1619""","=""185624.8282""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""327.0474""","=""0.0006""","=""327.047846""","=""0.000016""","=""5""","=""""",,"=""174409.8916""","=""204977.6464""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""327.33165""","=""0.00008""","=""327.331709""","=""0.000008""","=""9""","=""3.7e+07""",D,"=""159393.3850""","=""189934.6322""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""327.56434""","=""0.00012""","=""327.564361""","=""0.000017""","=""6""","=""""",,"=""174409.8916""","=""204929.4477""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2S*""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""327.6085""","=""0.0006""","=""327.609198""","=""0.000016""","=""3""","=""""",,"=""172829.6539""","=""203345.0332""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""327.99418""","=""0.00030""","=""327.994121""","=""0.000005""","=""2""","=""""",,"=""170401.0170""","=""200880.5857""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""328.17012""","=""0.00002""","=""328.170092""","=""0.000006""","=""43""","=""4.2e+07""",C,"=""155708.1075""","=""186171.3330""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""",,"=""T926""","=""L11520""",
Ar,3,"=""328.58413""","=""0.00002""","=""328.58413""","=""0.00003""","=""33""","=""2.0e+08""",D,"=""174378.4968""","=""204803.338""","=""3s2.3p3.(4S*).4s""","=""5S*""","=""2""","=""3s2.3p3.(4S*).4p""","=""5P""","=""3""",,"=""T1619CA,LS""","=""L11520""",
Ar,2,"=""329.14405""","=""0.00006""","=""329.144028""","=""0.000022""","=""10""","=""""",,"=""174821.0098""","=""205194.0978""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""329.36402""","=""0.00001""","=""329.364009""","=""0.000008""","=""162""","=""1.7e+08""",D,"=""160239.4280""","=""190592.2306""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""329.39244""","=""0.00004""","=""329.392452""","=""0.000005""","=""21""","=""""",,"=""170530.4040""","=""200880.5857""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""329.7020""","=""0.0006""","=""329.702859""","=""0.000018""","=""2""","=""""",,"=""172829.6539""","=""203151.2627""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).5p""","=""2F*""","=""5/2""",,"=""""","=""L14821""",
Ar,8,"=""329.77""","=""0.04""","=""329.74""","=""0.06""","=""""","=""""",,"=""1081761.""","=""1112079.""","=""2p6.10p""","=""2P*""","=""1/2""","=""2p6.13s""","=""2S""","=""1/2""",,"=""""","=""L16099""",
Ar,2,"=""329.8418""","=""0.0006""","=""329.8421""","=""0.0004""","=""2""","=""""",,"=""185624.8282""","=""215933.64""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""","=""3s2.3p4.(3P<2>).8f""","=""2[5]*""","=""9/2""",,"=""""","=""L14821""",
Ar,3,"=""330.18546""","=""0.00001""","=""330.18546""","=""0.00003""","=""224""","=""2.0e+08""",D,"=""174378.4968""","=""204655.7888""","=""3s2.3p3.(4S*).4s""","=""5S*""","=""2""","=""3s2.3p3.(4S*).4p""","=""5P""","=""2""",,"=""T1619CA,LS""","=""L11520""",
Ar,8,"=""330.27""","=""0.04""","=""330.29""","=""0.05""","=""""","=""""",,"=""1081811.""","=""1112079.""","=""2p6.10p""","=""2P*""","=""3/2""","=""2p6.13s""","=""2S""","=""1/2""",,"=""""","=""L16099""",
Ar,2,"=""330.6445""","=""0.0006""","=""330.644038""","=""0.000021""","=""5""","=""""",,"=""174821.0098""","=""205056.3109""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""330.72283""","=""0.00001""","=""330.722825""","=""0.000008""","=""126""","=""3.4e+08""",D,"=""159706.5337""","=""189934.6322""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""330.93397""","=""0.00019""","=""330.934039""","=""0.000010""","=""4""","=""""",,"=""172335.5985""","=""202544.4050""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""5/2""",,"=""""","=""L11520""",
Ar,3,"=""331.12423""","=""0.00003""","=""331.12423""","=""0.00004""","=""18""","=""2.0e+08""",D,"=""174378.4968""","=""204569.953""","=""3s2.3p3.(4S*).4s""","=""5S*""","=""2""","=""3s2.3p3.(4S*).4p""","=""5P""","=""1""",,"=""T1619CA,LS""","=""L11520""",
Ar,2,"=""331.270""","=""0.002""","=""331.270206""","=""0.000017""","=""0.5""","=""""",,"=""172829.6539""","=""203007.8061""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""331.7825""","=""0.0006""","=""331.782317""","=""0.000010""","=""3""","=""""",,"=""172335.5985""","=""202467.1718""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""331.934""","=""""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3512""",
Ar,2,"=""332.0375""","=""0.0006""","=""332.037268""","=""0.000020""","=""2""","=""""",,"=""174821.0098""","=""204929.4477""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""2S*""","=""1/2""",,"=""""","=""L14821""",
Ar,3,"=""332.359""","=""0.003""","=""332.3550""","=""0.0013""","=""9""","=""""",,"=""210212.72""","=""240292.3714""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""3""","=""3s2.3p3.(2P*).4p""","=""3D""","=""3""",,"=""""","=""L7493""",
Ar,2,"=""332.4228""","=""0.0006""","=""332.4228""","=""0.0006""","=""2""","=""""",,"=""183675.6614""","=""213749.18""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<2>).7f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,3,"=""332.734""","=""0.003""","=""332.7302""","=""0.0013""","=""4""","=""""",,"=""210212.72""","=""240258.453""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""3""","=""3s2.3p3.(2P*).4p""","=""3D""","=""2""",,"=""""","=""L7493""",
Ar,3,"=""333.1142""","=""0.0020""","=""333.12109""","=""0.00006""","=""2""","=""""",,"=""214347.599""","=""244358.081""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""","=""3s2.3p3.(2P*).4p""","=""1D""","=""2""",,"=""""","=""L9366""",
Ar,3,"=""333.61746""","=""0.00001""","=""333.617463""","=""0.000017""","=""708""","=""2.0e+08""",D,"=""196680.8461""","=""226646.6786""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3F""","=""4""",,"=""T1619CA,LS""","=""L11520""",
Ar,2,"=""333.7116""","=""0.0006""","=""333.7125""","=""0.0011""","=""2h,l""","=""""",,"=""183797.4473""","=""213754.75""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).7f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""333.88225""","=""0.00007""","=""333.882317""","=""0.000004""","=""7""","=""""",,"=""172213.8798""","=""202155.9425""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""334.1507""","=""0.0006""","=""334.150230""","=""0.000010""","=""3""","=""""",,"=""172335.5985""","=""202253.6552""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).6p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
